"subject" "activity" "measure" "mean"
14 "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.127971098531481
14 "WALKING_UPSTAIRS" "tBodyGyro.std...X" -0.883742553703704
14 "WALKING_UPSTAIRS" "tBodyGyro.std...Y" -0.895077311666667
14 "WALKING_UPSTAIRS" "tBodyGyro.std...Z" -0.854887456481481
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.10637875302963
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0396829474074074
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0549367600555556
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...X" -0.913573604814815
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Y" -0.922579514444444
14 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Z" -0.904754746481481
14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.919073870555556
14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.918657820740741
14 "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.839958699074074
14 "WALKING_UPSTAIRS" "tBodyGyroMag.std.." -0.862005675555556
14 "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.225964804444444
14 "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" 0.364070136166667
14 "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.152097331666667
14 "WALKING_UPSTAIRS" "tGravityAcc.std...X" -0.937915835740741
14 "WALKING_UPSTAIRS" "tGravityAcc.std...Y" -0.965784257222222
14 "WALKING_UPSTAIRS" "tGravityAcc.std...Z" -0.939264954814815
14 "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.800476600037037
14 "WALKING_UPSTAIRS" "tGravityAccMag.std.." -0.775047378777778
15 "LAYING" "angle.tBodyAccJerkMean..gravityMean." 0.0503890179825
15 "LAYING" "angle.tBodyAccMean.gravity." 0.0324472461151389
15 "LAYING" "angle.tBodyGyroJerkMean.gravityMean." 0.00705745455833333
15 "LAYING" "angle.tBodyGyroMean.gravityMean." -0.0754384997555556
15 "LAYING" "angle.X.gravityMean." -0.605734769861111
15 "LAYING" "angle.Y.gravityMean." 0.0381319775666667
15 "LAYING" "angle.Z.gravityMean." -0.122156561319861
15 "LAYING" "fBodyAcc.mean...X" -0.666635934194444
15 "LAYING" "fBodyAcc.mean...Y" -0.623005675590278
15 "LAYING" "fBodyAcc.mean...Z" -0.696283994097222
15 "LAYING" "fBodyAcc.meanFreq...X" -0.232237389426389
15 "LAYING" "fBodyAcc.meanFreq...Y" 0.00865458315444445
15 "LAYING" "fBodyAcc.meanFreq...Z" 0.0385417812070833
15 "LAYING" "fBodyAcc.std...X" -0.657521378555556
15 "LAYING" "fBodyAcc.std...Y" -0.630150932208333
15 "LAYING" "fBodyAcc.std...Z" -0.605633515972222
15 "LAYING" "fBodyAccJemeanrk.energy...Y" -0.882074095277778
15 "LAYING" "fBodyAccJerk.mean...X" -0.713029829569444
15 "LAYING" "fBodyAccJerk.mean...Y" -0.694485693041667
15 "LAYING" "fBodyAccJerk.mean...Z" -0.79169949625
15 "LAYING" "fBodyAccJerk.meanFreq...X" -0.0405860926916667
15 "LAYING" "fBodyAccJerk.meanFreq...Y" -0.169618875119444
15 "LAYING" "fBodyAccJerk.meanFreq...Z" -0.0883171067361111
15 "LAYING" "fBodyAccJerk.std...X" -0.73182384875
15 "LAYING" "fBodyAccJerk.std...Y" -0.712583721236111
15 "LAYING" "fBodyAccJerk.std...Z" -0.838242602361111
15 "LAYING" "fBodyAccMag.mean.." -0.662644651416667
15 "LAYING" "fBodyAccMag.meanFreq.." 0.0658778869763889
15 "LAYING" "fBodyAccMag.std.." -0.699626490172222
15 "LAYING" "fBodyBodyAccJerkMag.mean.." -0.688918653277778
15 "LAYING" "fBodyBodyAccJerkMag.meanFreq.." 0.148975192717361
15 "LAYING" "fBodyBodyAccJerkMag.std.." -0.708279616408053
15 "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.848418060555556
15 "LAYING" "fBodyBodyGyroJerkMag.meanFreq.." 0.131935366008333
15 "LAYING" "fBodyBodyGyroJerkMag.std.." -0.859228009722222
15 "LAYING" "fBodyBodyGyroMag.mean.." -0.734788952777778
15 "LAYING" "fBodyBodyGyroMag.meanFreq.." -0.147374563379167
15 "LAYING" "fBodyBodyGyroMag.std.." -0.684918440472222
15 "LAYING" "fBodyGyro.mean...X" -0.724232283861111
15 "LAYING" "fBodyGyro.mean...Y" -0.710057194766667
15 "LAYING" "fBodyGyro.mean...Z" -0.679961627111111
15 "LAYING" "fBodyGyro.meanFreq...X" -0.107718909383333
15 "LAYING" "fBodyGyro.meanFreq...Y" -0.288452284236111
15 "LAYING" "fBodyGyro.meanFreq...Z" -0.164423126055556
15 "LAYING" "fBodyGyro.std...X" -0.752687628625
15 "LAYING" "fBodyGyro.std...Y" -0.603298417347222
15 "LAYING" "fBodyGyro.std...Z" -0.698368191819444
15 "LAYING" "tBodyAcc.mean...X" 0.275661506791667
15 "LAYING" "tBodyAcc.mean...Y" -0.0213446192501389
15 "LAYING" "tBodyAcc.mean...Z" -0.107121526347222
15 "LAYING" "tBodyAcc.std...X" -0.659594785888889
15 "LAYING" "tBodyAcc.std...Y" -0.610395913247222
15 "LAYING" "tBodyAcc.std...Z" -0.614851997352778
15 "LAYING" "tBodyAccJerk.mean...X" 0.0841260557541667
15 "LAYING" "tBodyAccJerk.mean...Y" 0.0165827657886111
15 "LAYING" "tBodyAccJerk.mean...Z" -0.02130918838875
15 "LAYING" "tBodyAccJerk.std...X" -0.708996402125
15 "LAYING" "tBodyAccJerk.std...Y" -0.692164961391667
15 "LAYING" "tBodyAccJerk.std...Z" -0.815350123472222
15 "LAYING" "tBodyAccJerkMag.mean.." -0.726477314430556
15 "LAYING" "tBodyAccJerkMag.std.." -0.696579310791667
15 "LAYING" "tBodyAccMag.mean.." -0.607118185861111
15 "LAYING" "tBodyAccMag.std.." -0.651374934319444
15 "LAYING" "tBodyGyro.mean...X" -0.00694394501111111
15 "LAYING" "tBodyGyro.mean...Y" -0.0976885490972222
15 "LAYING" "tBodyGyro.mean...Z" 0.0669538132847222
15 "LAYING" "tBodyGyro.std...X" -0.743320978652778
15 "LAYING" "tBodyGyro.std...Y" -0.637335054583333
15 "LAYING" "tBodyGyro.std...Z" -0.670336813388889
15 "LAYING" "tBodyGyroJerk.mean...X" -0.103784189504028
15 "LAYING" "tBodyGyroJerk.mean...Y" -0.0566454107652778
15 "LAYING" "tBodyGyroJerk.mean...Z" -0.0681612179027778
15 "LAYING" "tBodyGyroJerk.std...X" -0.793338908055556
15 "LAYING" "tBodyGyroJerk.std...Y" -0.842398991666667
15 "LAYING" "tBodyGyroJerk.std...Z" -0.794151033611111
15 "LAYING" "tBodyGyroJerkMag.mean.." -0.816980331944444
15 "LAYING" "tBodyGyroJerkMag.std.." -0.848270625833333
15 "LAYING" "tBodyGyroMag.mean.." -0.605358801070833
15 "LAYING" "tBodyGyroMag.std.." -0.668723328083333
15 "LAYING" "tGravityAcc.mean...X" 0.761592591527778
15 "LAYING" "tGravityAcc.mean...Y" 0.0516612503277778
15 "LAYING" "tGravityAcc.mean...Z" 0.193941300526389
15 "LAYING" "tGravityAcc.std...X" -0.977168315277778
15 "LAYING" "tGravityAcc.std...Y" -0.96235554125
15 "LAYING" "tGravityAcc.std...Z" -0.944593277361111
15 "LAYING" "tGravityAccMag.mean.." -0.607118185861111
15 "LAYING" "tGravityAccMag.std.." -0.651374934319444
15 "SITTING" "angle.tBodyAccJerkMean..gravityMean." 0.0166806591881356
15 "SITTING" "angle.tBodyAccMean.gravity." -0.0168763659644068
15 "SITTING" "angle.tBodyGyroJerkMean.gravityMean." -0.0689442972949153
15 "SITTING" "angle.tBodyGyroMean.gravityMean." 0.0543295066813559
15 "SITTING" "angle.X.gravityMean." -0.495240759830508
15 "SITTING" "angle.Y.gravityMean." 0.0771784764576271
15 "SITTING" "angle.Z.gravityMean." -0.0377728176983051
15 "SITTING" "fBodyAcc.mean...X" -0.789138730159322
15 "SITTING" "fBodyAcc.mean...Y" -0.781471320416949
15 "SITTING" "fBodyAcc.mean...Z" -0.789719135483051
15 "SITTING" "fBodyAcc.meanFreq...X" -0.176925550669492
15 "SITTING" "fBodyAcc.meanFreq...Y" 0.0150821524423729
15 "SITTING" "fBodyAcc.meanFreq...Z" 0.0601671760559322
15 "SITTING" "fBodyAcc.std...X" -0.745690082549153
15 "SITTING" "fBodyAcc.std...Y" -0.769720833983051
15 "SITTING" "fBodyAcc.std...Z" -0.741086469966102
15 "SITTING" "fBodyAccJemeanrk.energy...Y" -0.943983940338983
15 "SITTING" "fBodyAccJerk.mean...X" -0.821776754444068
15 "SITTING" "fBodyAccJerk.mean...Y" -0.837939656779661
15 "SITTING" "fBodyAccJerk.mean...Z" -0.858018439542373
15 "SITTING" "fBodyAccJerk.meanFreq...X" 0.056972344661017
15 "SITTING" "fBodyAccJerk.meanFreq...Y" -0.0635715491618644
15 "SITTING" "fBodyAccJerk.meanFreq...Z" -0.0864808857966102
15 "SITTING" "fBodyAccJerk.std...X" -0.806312973627119
15 "SITTING" "fBodyAccJerk.std...Y" -0.83179355659322
15 "SITTING" "fBodyAccJerk.std...Z" -0.876359604915254
15 "SITTING" "fBodyAccMag.mean.." -0.759229179966102
15 "SITTING" "fBodyAccMag.meanFreq.." -0.0038916336559322
15 "SITTING" "fBodyAccMag.std.." -0.777294386544068
15 "SITTING" "fBodyBodyAccJerkMag.mean.." -0.809779662728814
15 "SITTING" "fBodyBodyAccJerkMag.meanFreq.." 0.281105635315254
15 "SITTING" "fBodyBodyAccJerkMag.std.." -0.813668681152542
15 "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.896277083220339
15 "SITTING" "fBodyBodyGyroJerkMag.meanFreq.." 0.234807181094915
15 "SITTING" "fBodyBodyGyroJerkMag.std.." -0.905512489152542
15 "SITTING" "fBodyBodyGyroMag.mean.." -0.864283966101695
15 "SITTING" "fBodyBodyGyroMag.meanFreq.." -0.0228314102237288
15 "SITTING" "fBodyBodyGyroMag.std.." -0.870331499322034
15 "SITTING" "fBodyGyro.mean...X" -0.850273503389831
15 "SITTING" "fBodyGyro.mean...Y" -0.856653457118644
15 "SITTING" "fBodyGyro.mean...Z" -0.843193071694915
15 "SITTING" "fBodyGyro.meanFreq...X" -0.00515546557288136
15 "SITTING" "fBodyGyro.meanFreq...Y" -0.0744689170050847
15 "SITTING" "fBodyGyro.meanFreq...Z" 0.054704594359322
15 "SITTING" "fBodyGyro.std...X" -0.866008911355932
15 "SITTING" "fBodyGyro.std...Y" -0.857920041864407
15 "SITTING" "fBodyGyro.std...Z" -0.855452602881356
15 "SITTING" "tBodyAcc.mean...X" 0.277972284779661
15 "SITTING" "tBodyAcc.mean...Y" -0.0179565079355932
15 "SITTING" "tBodyAcc.mean...Z" -0.116077798220339
15 "SITTING" "tBodyAcc.std...X" -0.757013938788136
15 "SITTING" "tBodyAcc.std...Y" -0.763769955084746
15 "SITTING" "tBodyAcc.std...Z" -0.745022122372881
15 "SITTING" "tBodyAccJerk.mean...X" 0.0681390660169491
15 "SITTING" "tBodyAccJerk.mean...Y" 0.0122009604176271
15 "SITTING" "tBodyAccJerk.mean...Z" 0.00875107215067797
15 "SITTING" "tBodyAccJerk.std...X" -0.805567570067797
15 "SITTING" "tBodyAccJerk.std...Y" -0.829343277966102
15 "SITTING" "tBodyAccJerk.std...Z" -0.867869563220339
15 "SITTING" "tBodyAccJerkMag.mean.." -0.81985826850678
15 "SITTING" "tBodyAccJerkMag.std.." -0.810968676169492
15 "SITTING" "tBodyAccMag.mean.." -0.727701018857627
15 "SITTING" "tBodyAccMag.std.." -0.745251373745763
15 "SITTING" "tBodyGyro.mean...X" -0.0384958867604068
15 "SITTING" "tBodyGyro.mean...Y" -0.058262843
15 "SITTING" "tBodyGyro.mean...Z" 0.0686158004576271
15 "SITTING" "tBodyGyro.std...X" -0.861382426101695
15 "SITTING" "tBodyGyro.std...Y" -0.856422451864407
15 "SITTING" "tBodyGyro.std...Z" -0.841002270338983
15 "SITTING" "tBodyGyroJerk.mean...X" -0.0885325059820339
15 "SITTING" "tBodyGyroJerk.mean...Y" -0.0298983104240678
15 "SITTING" "tBodyGyroJerk.mean...Z" -0.0533160103372881
15 "SITTING" "tBodyGyroJerk.std...X" -0.89717613220339
15 "SITTING" "tBodyGyroJerk.std...Y" -0.887709140508475
15 "SITTING" "tBodyGyroJerk.std...Z" -0.900966757627119
15 "SITTING" "tBodyGyroJerkMag.mean.." -0.891922871016949
15 "SITTING" "tBodyGyroJerkMag.std.." -0.896867186949153
15 "SITTING" "tBodyGyroMag.mean.." -0.795705426186441
15 "SITTING" "tBodyGyroMag.std.." -0.851899808983051
15 "SITTING" "tGravityAcc.mean...X" 0.668593452542373
15 "SITTING" "tGravityAcc.mean...Y" 0.0021648036779661
15 "SITTING" "tGravityAcc.mean...Z" 0.0493486950762712
15 "SITTING" "tGravityAcc.std...X" -0.97685168440678
15 "SITTING" "tGravityAcc.std...Y" -0.962021362881356
15 "SITTING" "tGravityAcc.std...Z" -0.944986815254237
15 "SITTING" "tGravityAccMag.mean.." -0.727701018857627
15 "SITTING" "tGravityAccMag.std.." -0.745251373745763
15 "STANDING" "angle.tBodyAccJerkMean..gravityMean." -0.00247269624528302
15 "STANDING" "angle.tBodyAccMean.gravity." -6.092290566038e-05
15 "STANDING" "angle.tBodyGyroJerkMean.gravityMean." 0.0328427043584906
15 "STANDING" "angle.tBodyGyroMean.gravityMean." -0.0491735232754717
15 "STANDING" "angle.X.gravityMean." -0.272305728113208
15 "STANDING" "angle.Y.gravityMean." -0.0839707366037736
15 "STANDING" "angle.Z.gravityMean." -0.148454256879245
15 "STANDING" "fBodyAcc.mean...X" -0.664285993024528
15 "STANDING" "fBodyAcc.mean...Y" -0.54662984409434
15 "STANDING" "fBodyAcc.mean...Z" -0.577001910245283
15 "STANDING" "fBodyAcc.meanFreq...X" -0.224362953056604
15 "STANDING" "fBodyAcc.meanFreq...Y" 0.0455619511018868
15 "STANDING" "fBodyAcc.meanFreq...Z" 0.101582193298113
15 "STANDING" "fBodyAcc.std...X" -0.686807557528302
15 "STANDING" "fBodyAcc.std...Y" -0.539683069226415
15 "STANDING" "fBodyAcc.std...Z" -0.538021977188679
15 "STANDING" "fBodyAccJemeanrk.energy...Y" -0.822725646226415
15 "STANDING" "fBodyAccJerk.mean...X" -0.677962216245283
15 "STANDING" "fBodyAccJerk.mean...Y" -0.642324462811321
15 "STANDING" "fBodyAccJerk.mean...Z" -0.664538166203774
15 "STANDING" "fBodyAccJerk.meanFreq...X" -0.0270598297509434
15 "STANDING" "fBodyAccJerk.meanFreq...Y" -0.189697281792453
15 "STANDING" "fBodyAccJerk.meanFreq...Z" -0.0868562305528302
15 "STANDING" "fBodyAccJerk.std...X" -0.662840992716981
15 "STANDING" "fBodyAccJerk.std...Y" -0.630315842988679
15 "STANDING" "fBodyAccJerk.std...Z" -0.685407182754717
15 "STANDING" "fBodyAccMag.mean.." -0.576213858075472
15 "STANDING" "fBodyAccMag.meanFreq.." 0.101802702183774
15 "STANDING" "fBodyAccMag.std.." -0.666785977832075
15 "STANDING" "fBodyBodyAccJerkMag.mean.." -0.60866797809434
15 "STANDING" "fBodyBodyAccJerkMag.meanFreq.." 0.181152998517547
15 "STANDING" "fBodyBodyAccJerkMag.std.." -0.621476848
15 "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.65162969509434
15 "STANDING" "fBodyBodyGyroJerkMag.meanFreq.." 0.183930655660377
15 "STANDING" "fBodyBodyGyroJerkMag.std.." -0.648390372264151
15 "STANDING" "fBodyBodyGyroMag.mean.." -0.615900882339623
15 "STANDING" "fBodyBodyGyroMag.meanFreq.." -0.0307739821132075
15 "STANDING" "fBodyBodyGyroMag.std.." -0.667279339773585
15 "STANDING" "fBodyGyro.mean...X" -0.686322138207547
15 "STANDING" "fBodyGyro.mean...Y" -0.612778838245283
15 "STANDING" "fBodyGyro.mean...Z" -0.674053756075472
15 "STANDING" "fBodyGyro.meanFreq...X" -0.0985707988660377
15 "STANDING" "fBodyGyro.meanFreq...Y" -0.162286793830189
15 "STANDING" "fBodyGyro.meanFreq...Z" -0.107268751169811
15 "STANDING" "fBodyGyro.std...X" -0.756823630188679
15 "STANDING" "fBodyGyro.std...Y" -0.603266166169811
15 "STANDING" "fBodyGyro.std...Z" -0.705830255962264
15 "STANDING" "tBodyAcc.mean...X" 0.256366527924528
15 "STANDING" "tBodyAcc.mean...Y" -0.0247516047515094
15 "STANDING" "tBodyAcc.mean...Z" -0.0762087042264151
15 "STANDING" "tBodyAcc.std...X" -0.679349033733962
15 "STANDING" "tBodyAcc.std...Y" -0.519988445566038
15 "STANDING" "tBodyAcc.std...Z" -0.526423417622642
15 "STANDING" "tBodyAccJerk.mean...X" 0.101089824650943
15 "STANDING" "tBodyAccJerk.mean...Y" 0.0161164072077358
15 "STANDING" "tBodyAccJerk.mean...Z" -0.0281487293377358
15 "STANDING" "tBodyAccJerk.std...X" -0.655089613754717
15 "STANDING" "tBodyAccJerk.std...Y" -0.623810447698113
15 "STANDING" "tBodyAccJerk.std...Z" -0.675060580188679
15 "STANDING" "tBodyAccJerkMag.mean.." -0.632164942667925
15 "STANDING" "tBodyAccJerkMag.std.." -0.612127857981132
15 "STANDING" "tBodyAccMag.mean.." -0.510744463898113
15 "STANDING" "tBodyAccMag.std.." -0.588913084163774
15 "STANDING" "tBodyGyro.mean...X" -0.0227913268490566
15 "STANDING" "tBodyGyro.mean...Y" -0.0733630000735849
15 "STANDING" "tBodyGyro.mean...Z" 0.112766771490566
15 "STANDING" "tBodyGyro.std...X" -0.738824563584906
15 "STANDING" "tBodyGyro.std...Y" -0.603759513226415
15 "STANDING" "tBodyGyro.std...Z" -0.675273095932076
15 "STANDING" "tBodyGyroJerk.mean...X" -0.0918302396981132
15 "STANDING" "tBodyGyroJerk.mean...Y" -0.0470164586292453
15 "STANDING" "tBodyGyroJerk.mean...Z" -0.0884618888867924
15 "STANDING" "tBodyGyroJerk.std...X" -0.733906434528302
15 "STANDING" "tBodyGyroJerk.std...Y" -0.634071926792453
15 "STANDING" "tBodyGyroJerk.std...Z" -0.769608650943396
15 "STANDING" "tBodyGyroJerkMag.mean.." -0.68109650054717
15 "STANDING" "tBodyGyroJerkMag.std.." -0.638047323150943
15 "STANDING" "tBodyGyroMag.mean.." -0.583549484849057
15 "STANDING" "tBodyGyroMag.std.." -0.603132910879245
15 "STANDING" "tGravityAcc.mean...X" 0.412903214528302
15 "STANDING" "tGravityAcc.mean...Y" 0.181703939584906
15 "STANDING" "tGravityAcc.mean...Z" 0.201591591131321
15 "STANDING" "tGravityAcc.std...X" -0.939555952264151
15 "STANDING" "tGravityAcc.std...Y" -0.882308689320755
15 "STANDING" "tGravityAcc.std...Z" -0.864279507169811
15 "STANDING" "tGravityAccMag.mean.." -0.510744463898113
15 "STANDING" "tGravityAccMag.std.." -0.588913084163774
15 "WALKING" "angle.tBodyAccJerkMean..gravityMean." -0.0439137767592593
15 "WALKING" "angle.tBodyAccMean.gravity." -0.0660914506737037
15 "WALKING" "angle.tBodyGyroJerkMean.gravityMean." -0.00598724517777777
15 "WALKING" "angle.tBodyGyroMean.gravityMean." 0.162073061425926
15 "WALKING" "angle.X.gravityMean." -0.641009337592593
15 "WALKING" "angle.Y.gravityMean." 0.0908704983703704
15 "WALKING" "angle.Z.gravityMean." 0.0732260814912963
15 "WALKING" "fBodyAcc.mean...X" -0.526417245066667
15 "WALKING" "fBodyAcc.mean...Y" -0.446923717632222
15 "WALKING" "fBodyAcc.mean...Z" -0.593482143840741
15 "WALKING" "fBodyAcc.meanFreq...X" -0.192438159799444
15 "WALKING" "fBodyAcc.meanFreq...Y" 0.0782547633203704
15 "WALKING" "fBodyAcc.meanFreq...Z" 0.0533108056407407
15 "WALKING" "fBodyAcc.std...X" -0.527965055325926
15 "WALKING" "fBodyAcc.std...Y" -0.470308543324074
15 "WALKING" "fBodyAcc.std...Z" -0.542788923605185
15 "WALKING" "fBodyAccJemeanrk.energy...Y" -0.798055730555556
15 "WALKING" "fBodyAccJerk.mean...X" -0.54482219381463
15 "WALKING" "fBodyAccJerk.mean...Y" -0.539848781612963
15 "WALKING" "fBodyAccJerk.mean...Z" -0.678596734296296
15 "WALKING" "fBodyAccJerk.meanFreq...X" -0.0619958274444444
15 "WALKING" "fBodyAccJerk.meanFreq...Y" -0.188737176555556
15 "WALKING" "fBodyAccJerk.meanFreq...Z" -0.171198271776667
15 "WALKING" "fBodyAccJerk.std...X" -0.550264591555556
15 "WALKING" "fBodyAccJerk.std...Y" -0.51902427482037
15 "WALKING" "fBodyAccJerk.std...Z" -0.711011451111111
15 "WALKING" "fBodyAccMag.mean.." -0.469083539792593
15 "WALKING" "fBodyAccMag.meanFreq.." 0.143041670799167
15 "WALKING" "fBodyAccMag.std.." -0.58970271122963
15 "WALKING" "fBodyBodyAccJerkMag.mean.." -0.490060613592593
15 "WALKING" "fBodyBodyAccJerkMag.meanFreq.." 0.131294802957407
15 "WALKING" "fBodyBodyAccJerkMag.std.." -0.520450724462963
15 "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.669012138888889
15 "WALKING" "fBodyBodyGyroJerkMag.meanFreq.." 0.0850048267425926
15 "WALKING" "fBodyBodyGyroJerkMag.std.." -0.698982909518518
15 "WALKING" "fBodyBodyGyroMag.mean.." -0.60849023462963
15 "WALKING" "fBodyBodyGyroMag.meanFreq.." 0.075740892337037
15 "WALKING" "fBodyBodyGyroMag.std.." -0.648838192037037
15 "WALKING" "fBodyGyro.mean...X" -0.60174565862963
15 "WALKING" "fBodyGyro.mean...Y" -0.612412505962963
15 "WALKING" "fBodyGyro.mean...Z" -0.586534936851852
15 "WALKING" "fBodyGyro.meanFreq...X" -0.0404724149444444
15 "WALKING" "fBodyGyro.meanFreq...Y" -0.0975454538703704
15 "WALKING" "fBodyGyro.meanFreq...Z" -0.0470742138222222
15 "WALKING" "fBodyGyro.std...X" -0.698787394925926
15 "WALKING" "fBodyGyro.std...Y" -0.599270567135185
15 "WALKING" "fBodyGyro.std...Z" -0.644923668148148
15 "WALKING" "tBodyAcc.mean...X" 0.28236647462963
15 "WALKING" "tBodyAcc.mean...Y" -0.0228053940362963
15 "WALKING" "tBodyAcc.mean...Z" -0.112279862592593
15 "WALKING" "tBodyAcc.std...X" -0.526642688037037
15 "WALKING" "tBodyAcc.std...Y" -0.437277176396296
15 "WALKING" "tBodyAcc.std...Z" -0.534978209333333
15 "WALKING" "tBodyAccJerk.mean...X" 0.0748869889796296
15 "WALKING" "tBodyAccJerk.mean...Y" -0.00992011625925926
15 "WALKING" "tBodyAccJerk.mean...Z" -0.0125545292637407
15 "WALKING" "tBodyAccJerk.std...X" -0.525683302685185
15 "WALKING" "tBodyAccJerk.std...Y" -0.51375999747963
15 "WALKING" "tBodyAccJerk.std...Z" -0.695119131296296
15 "WALKING" "tBodyAccJerkMag.mean.." -0.554156402411111
15 "WALKING" "tBodyAccJerkMag.std.." -0.501630251724074
15 "WALKING" "tBodyAccMag.mean.." -0.470338108240741
15 "WALKING" "tBodyAccMag.std.." -0.494911916944444
15 "WALKING" "tBodyGyro.mean...X" -0.0431351269622222
15 "WALKING" "tBodyGyro.mean...Y" -0.0543501165351852
15 "WALKING" "tBodyGyro.mean...Z" 0.0776207802644444
15 "WALKING" "tBodyGyro.std...X" -0.673693894053704
15 "WALKING" "tBodyGyro.std...Y" -0.599817424962963
15 "WALKING" "tBodyGyro.std...Z" -0.60034615612963
15 "WALKING" "tBodyGyroJerk.mean...X" -0.0858560939907407
15 "WALKING" "tBodyGyroJerk.mean...Y" -0.0275808047222222
15 "WALKING" "tBodyGyroJerk.mean...Z" -0.0822861123222222
15 "WALKING" "tBodyGyroJerk.std...X" -0.660037143888889
15 "WALKING" "tBodyGyroJerk.std...Y" -0.68695987562963
15 "WALKING" "tBodyGyroJerk.std...Z" -0.698935806666667
15 "WALKING" "tBodyGyroJerkMag.mean.." -0.680601669740741
15 "WALKING" "tBodyGyroJerkMag.std.." -0.671491948888889
15 "WALKING" "tBodyGyroMag.mean.." -0.521669084814815
15 "WALKING" "tBodyGyroMag.std.." -0.587678
15 "WALKING" "tGravityAcc.mean...X" 0.813546356481481
15 "WALKING" "tGravityAcc.mean...Y" -0.053064618962963
15 "WALKING" "tGravityAcc.mean...Z" -0.0733636664444444
15 "WALKING" "tGravityAcc.std...X" -0.971482995740741
15 "WALKING" "tGravityAcc.std...Y" -0.959472002407407
15 "WALKING" "tGravityAcc.std...Z" -0.939089538703704
15 "WALKING" "tGravityAccMag.mean.." -0.470338108240741
15 "WALKING" "tGravityAccMag.std.." -0.494911916944444
15 "WALKING_DOWNSTAIRS" "angle.tBodyAccJerkMean..gravityMean." 0.0382802978095238
15 "WALKING_DOWNSTAIRS" "angle.tBodyAccMean.gravity." -0.0296963659857143
15 "WALKING_DOWNSTAIRS" "angle.tBodyGyroJerkMean.gravityMean." 0.0112461600238095
15 "WALKING_DOWNSTAIRS" "angle.tBodyGyroMean.gravityMean." 0.0733497931880952
15 "WALKING_DOWNSTAIRS" "angle.X.gravityMean." -0.49903187547619
15 "WALKING_DOWNSTAIRS" "angle.Y.gravityMean." 0.0424134475738095
15 "WALKING_DOWNSTAIRS" "angle.Z.gravityMean." -0.0383896280857143
15 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" -0.617683895404762
15 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.486751117547619
15 "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.675816623547619
15 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...X" -0.183996327011905
15 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Y" 0.0146759056190476
15 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq...Z" 0.0842350899714286
15 "WALKING_DOWNSTAIRS" "fBodyAcc.std...X" -0.594745757409524
15 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Y" -0.491894096285714
15 "WALKING_DOWNSTAIRS" "fBodyAcc.std...Z" -0.671375756833333
15 "WALKING_DOWNSTAIRS" "fBodyAccJemeanrk.energy...Y" -0.762787820547619
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.665242722809524
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.578154034290238
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.736442177142857
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...X" -0.0651802288095238
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Y" -0.310768608511905
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq...Z" -0.196904069045476
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...X" -0.650832307142857
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Y" -0.538972874114286
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std...Z" -0.759230703095238
15 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.54599019077381
15 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq.." 0.0189106763761905
15 "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.634722931571429
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.586729961221429
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq.." 0.101275261963571
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.610604037928571
